date,daily_total_apedo,hour,hourly_steps_apedo,cumulative_daily_steps_apedo,daily_total_fbit,hourly_steps_fbit,cumulative_daily_steps_fbit,dow,week_weekend,hour_diff_apedo_fbit
2018-03-20,16740,6,0,0,15562,281,281,Tue,Weekday,-281
2018-03-20,16740,7,977,977,15562,1034,1315,Tue,Weekday,-57
2018-03-20,16740,8,341,1318,15562,1605,2920,Tue,Weekday,-1264
2018-03-20,16740,9,1741,3059,15562,223,3143,Tue,Weekday,1518
2018-03-20,16740,10,223,3282,15562,287,3430,Tue,Weekday,-64
2018-03-20,16740,11,226,3508,15562,188,3618,Tue,Weekday,38
2018-03-20,16740,12,283,3791,15562,1124,4742,Tue,Weekday,-841
2018-03-20,16740,13,1587,5378,15562,525,5267,Tue,Weekday,1062
2018-03-20,16740,14,431,5809,15562,372,5639,Tue,Weekday,59
2018-03-20,16740,15,624,6433,15562,392,6031,Tue,Weekday,232
2018-03-20,16740,16,15,6448,15562,1606,7637,Tue,Weekday,-1591
2018-03-20,16740,17,2600,9048,15562,2115,9752,Tue,Weekday,485
2018-03-20,16740,18,5498,14546,15562,3854,13606,Tue,Weekday,1644
2018-03-20,16740,19,802,15348,15562,633,14239,Tue,Weekday,169
2018-03-20,16740,20,405,15753,15562,640,14879,Tue,Weekday,-235
2018-03-20,16740,21,428,16181,15562,640,15519,Tue,Weekday,-212
2018-03-20,16740,22,559,16740,15562,43,15562,Tue,Weekday,516
2018-03-20,16740,23,0,16740,15562,0,15562,Tue,Weekday,0
2018-03-21,14197,6,0,0,15305,238,238,Wed,Weekday,-238
2018-03-21,14197,7,262,262,15305,1122,1360,Wed,Weekday,-860
2018-03-21,14197,8,1982,2244,15305,2234,3594,Wed,Weekday,-252
2018-03-21,14197,9,678,2922,15305,214,3808,Wed,Weekday,464
2018-03-21,14197,10,328,3250,15305,176,3984,Wed,Weekday,152
2018-03-21,14197,11,138,3388,15305,263,4247,Wed,Weekday,-125
2018-03-21,14197,12,598,3986,15305,426,4673,Wed,Weekday,172
2018-03-21,14197,13,318,4304,15305,618,5291,Wed,Weekday,-300
2018-03-21,14197,14,468,4772,15305,518,5809,Wed,Weekday,-50
2018-03-21,14197,15,427,5199,15305,332,6141,Wed,Weekday,95
2018-03-21,14197,16,202,5401,15305,281,6422,Wed,Weekday,-79
2018-03-21,14197,17,1138,6539,15305,3143,9565,Wed,Weekday,-2005
2018-03-21,14197,18,0,6539,15305,3400,12965,Wed,Weekday,-3400
2018-03-21,14197,19,6711,13250,15305,1268,14233,Wed,Weekday,5443
2018-03-21,14197,20,743,13993,15305,442,14675,Wed,Weekday,301
2018-03-21,14197,21,137,14130,15305,277,14952,Wed,Weekday,-140
2018-03-21,14197,22,67,14197,15305,353,15305,Wed,Weekday,-286
2018-03-21,14197,23,0,14197,15305,0,15305,Wed,Weekday,0
2018-03-22,15846,6,0,0,16109,188,188,Thu,Weekday,-188
2018-03-22,15846,7,329,329,16109,3452,3640,Thu,Weekday,-3123
2018-03-22,15846,8,3449,3778,16109,659,4299,Thu,Weekday,2790
2018-03-22,15846,9,416,4194,16109,126,4425,Thu,Weekday,290
2018-03-22,15846,10,562,4756,16109,531,4956,Thu,Weekday,31
2018-03-22,15846,11,140,4896,16109,1354,6310,Thu,Weekday,-1214
2018-03-22,15846,12,1657,6553,16109,419,6729,Thu,Weekday,1238
2018-03-22,15846,13,313,6866,16109,341,7070,Thu,Weekday,-28
2018-03-22,15846,14,126,6992,16109,118,7188,Thu,Weekday,8
2018-03-22,15846,15,190,7182,16109,317,7505,Thu,Weekday,-127
2018-03-22,15846,16,267,7449,16109,360,7865,Thu,Weekday,-93
2018-03-22,15846,17,4629,12078,16109,5474,13339,Thu,Weekday,-845
2018-03-22,15846,18,2315,14393,16109,503,13842,Thu,Weekday,1812
2018-03-22,15846,19,408,14801,16109,544,14386,Thu,Weekday,-136
2018-03-22,15846,20,366,15167,16109,595,14981,Thu,Weekday,-229
2018-03-22,15846,21,451,15618,16109,1009,15990,Thu,Weekday,-558
2018-03-22,15846,22,228,15846,16109,119,16109,Thu,Weekday,109
2018-03-22,15846,23,0,15846,16109,0,16109,Thu,Weekday,0
2018-03-23,15532,6,0,0,16408,399,399,Fri,Weekday,-399
2018-03-23,15532,7,464,464,16408,3876,4275,Fri,Weekday,-3412
2018-03-23,15532,8,4246,4710,16408,348,4623,Fri,Weekday,3898
2018-03-23,15532,9,268,4978,16408,302,4925,Fri,Weekday,-34
2018-03-23,15532,10,229,5207,16408,559,5484,Fri,Weekday,-330
2018-03-23,15532,11,1010,6217,16408,727,6211,Fri,Weekday,283
2018-03-23,15532,12,219,6436,16408,286,6497,Fri,Weekday,-67
2018-03-23,15532,13,149,6585,16408,238,6735,Fri,Weekday,-89
2018-03-23,15532,14,301,6886,16408,224,6959,Fri,Weekday,77
2018-03-23,15532,15,228,7114,16408,386,7345,Fri,Weekday,-158
2018-03-23,15532,16,307,7421,16408,53,7398,Fri,Weekday,254
2018-03-23,15532,17,253,7674,16408,5192,12590,Fri,Weekday,-4939
2018-03-23,15532,18,5439,13113,16408,482,13072,Fri,Weekday,4957
2018-03-23,15532,19,875,13988,16408,708,13780,Fri,Weekday,167
2018-03-23,15532,20,505,14493,16408,1022,14802,Fri,Weekday,-517
2018-03-23,15532,21,12,14505,16408,503,15305,Fri,Weekday,-491
2018-03-23,15532,22,372,14877,16408,783,16088,Fri,Weekday,-411
2018-03-23,15532,23,655,15532,16408,320,16408,Fri,Weekday,335
2018-03-24,32581,6,0,0,30425,0,0,Sat,Weekend,0
2018-03-24,32581,7,2319,2319,30425,3084,3084,Sat,Weekend,-765
2018-03-24,32581,8,1237,3556,30425,438,3522,Sat,Weekend,799
2018-03-24,32581,9,623,4179,30425,499,4021,Sat,Weekend,124
2018-03-24,32581,10,246,4425,30425,554,4575,Sat,Weekend,-308
2018-03-24,32581,11,4079,8504,30425,3147,7722,Sat,Weekend,932
2018-03-24,32581,12,0,8504,30425,509,8231,Sat,Weekend,-509
2018-03-24,32581,13,2313,10817,30425,1839,10070,Sat,Weekend,474
2018-03-24,32581,14,1260,12077,30425,3952,14022,Sat,Weekend,-2692
2018-03-24,32581,15,3110,15187,30425,1541,15563,Sat,Weekend,1569
2018-03-24,32581,16,1349,16536,30425,631,16194,Sat,Weekend,718
2018-03-24,32581,17,3894,20430,30425,5218,21412,Sat,Weekend,-1324
2018-03-24,32581,18,6393,26823,30425,4009,25421,Sat,Weekend,2384
2018-03-24,32581,19,1444,28267,30425,2075,27496,Sat,Weekend,-631
2018-03-24,32581,20,2204,30471,30425,1048,28544,Sat,Weekend,1156
2018-03-24,32581,21,1805,32276,30425,814,29358,Sat,Weekend,991
2018-03-24,32581,22,305,32581,30425,1067,30425,Sat,Weekend,-762
2018-03-24,32581,23,0,32581,30425,0,30425,Sat,Weekend,0
2018-03-25,17117,6,0,0,15787,0,0,Sun,Weekend,0
2018-03-25,17117,7,0,0,15787,117,117,Sun,Weekend,-117
2018-03-25,17117,8,1378,1378,15787,1025,1142,Sun,Weekend,353
2018-03-25,17117,9,238,1616,15787,191,1333,Sun,Weekend,47
2018-03-25,17117,10,468,2084,15787,632,1965,Sun,Weekend,-164
2018-03-25,17117,11,626,2710,15787,917,2882,Sun,Weekend,-291
2018-03-25,17117,12,351,3061,15787,645,3527,Sun,Weekend,-294
2018-03-25,17117,13,941,4002,15787,279,3806,Sun,Weekend,662
2018-03-25,17117,14,332,4334,15787,700,4506,Sun,Weekend,-368
2018-03-25,17117,15,304,4638,15787,610,5116,Sun,Weekend,-306
2018-03-25,17117,16,2253,6891,15787,2961,8077,Sun,Weekend,-708
2018-03-25,17117,17,2329,9220,15787,1821,9898,Sun,Weekend,508
2018-03-25,17117,18,1354,10574,15787,662,10560,Sun,Weekend,692
2018-03-25,17117,19,1239,11813,15787,2791,13351,Sun,Weekend,-1552
2018-03-25,17117,20,5304,17117,15787,2436,15787,Sun,Weekend,2868
2018-03-25,17117,21,0,17117,15787,0,15787,Sun,Weekend,0
2018-03-25,17117,22,0,17117,15787,0,15787,Sun,Weekend,0
2018-03-25,17117,23,0,17117,15787,0,15787,Sun,Weekend,0
2018-03-26,18063,6,0,0,16614,206,206,Mon,Weekday,-206
2018-03-26,18063,7,467,467,16614,966,1172,Mon,Weekday,-499
2018-03-26,18063,8,1265,1732,16614,1285,2457,Mon,Weekday,-20
2018-03-26,18063,9,1365,3097,16614,279,2736,Mon,Weekday,1086
2018-03-26,18063,10,131,3228,16614,114,2850,Mon,Weekday,17
2018-03-26,18063,11,0,3228,16614,1365,4215,Mon,Weekday,-1365
2018-03-26,18063,12,3002,6230,16614,2225,6440,Mon,Weekday,777
2018-03-26,18063,13,3411,9641,16614,2440,8880,Mon,Weekday,971
2018-03-26,18063,14,1102,10743,16614,295,9175,Mon,Weekday,807
2018-03-26,18063,15,0,10743,16614,381,9556,Mon,Weekday,-381
2018-03-26,18063,16,217,10960,16614,537,10093,Mon,Weekday,-320
2018-03-26,18063,17,355,11315,16614,1182,11275,Mon,Weekday,-827
2018-03-26,18063,18,5350,16665,16614,3529,14804,Mon,Weekday,1821
2018-03-26,18063,19,577,17242,16614,657,15461,Mon,Weekday,-80
2018-03-26,18063,20,656,17898,16614,716,16177,Mon,Weekday,-60
2018-03-26,18063,21,99,17997,16614,424,16601,Mon,Weekday,-325
2018-03-26,18063,22,66,18063,16614,13,16614,Mon,Weekday,53
2018-03-26,18063,23,0,18063,16614,0,16614,Mon,Weekday,0
2018-03-27,15233,6,0,0,15352,37,37,Tue,Weekday,-37
2018-03-27,15233,7,1054,1054,15352,1065,1102,Tue,Weekday,-11
2018-03-27,15233,8,2289,3343,15352,2658,3760,Tue,Weekday,-369
2018-03-27,15233,9,959,4302,15352,614,4374,Tue,Weekday,345
2018-03-27,15233,10,1319,5621,15352,981,5355,Tue,Weekday,338
2018-03-27,15233,11,293,5914,15352,317,5672,Tue,Weekday,-24
2018-03-27,15233,12,291,6205,15352,433,6105,Tue,Weekday,-142
2018-03-27,15233,13,372,6577,15352,221,6326,Tue,Weekday,151
2018-03-27,15233,14,0,6577,15352,256,6582,Tue,Weekday,-256
2018-03-27,15233,15,222,6799,15352,1054,7636,Tue,Weekday,-832
2018-03-27,15233,16,654,7453,15352,48,7684,Tue,Weekday,606
2018-03-27,15233,17,418,7871,15352,1372,9056,Tue,Weekday,-954
2018-03-27,15233,18,2053,9924,15352,1183,10239,Tue,Weekday,870
2018-03-27,15233,19,2530,12454,15352,2332,12571,Tue,Weekday,198
2018-03-27,15233,20,0,12454,15352,40,12611,Tue,Weekday,-40
2018-03-27,15233,21,2307,14761,15352,2264,14875,Tue,Weekday,43
2018-03-27,15233,22,179,14940,15352,431,15306,Tue,Weekday,-252
2018-03-27,15233,23,293,15233,15352,46,15352,Tue,Weekday,247
2018-03-28,11292,6,0,0,12491,226,226,Wed,Weekday,-226
2018-03-28,11292,7,317,317,12491,932,1158,Wed,Weekday,-615
2018-03-28,11292,8,1924,2241,12491,1672,2830,Wed,Weekday,252
2018-03-28,11292,9,978,3219,12491,131,2961,Wed,Weekday,847
2018-03-28,11292,10,125,3344,12491,456,3417,Wed,Weekday,-331
2018-03-28,11292,11,726,4070,12491,652,4069,Wed,Weekday,74
2018-03-28,11292,12,232,4302,12491,1004,5073,Wed,Weekday,-772
2018-03-28,11292,13,879,5181,12491,185,5258,Wed,Weekday,694
2018-03-28,11292,14,114,5295,12491,250,5508,Wed,Weekday,-136
2018-03-28,11292,15,0,5295,12491,85,5593,Wed,Weekday,-85
2018-03-28,11292,16,689,5984,12491,1067,6660,Wed,Weekday,-378
2018-03-28,11292,17,845,6829,12491,2015,8675,Wed,Weekday,-1170
2018-03-28,11292,18,2248,9077,12491,1453,10128,Wed,Weekday,795
2018-03-28,11292,19,430,9507,12491,714,10842,Wed,Weekday,-284
2018-03-28,11292,20,481,9988,12491,628,11470,Wed,Weekday,-147
2018-03-28,11292,21,427,10415,12491,341,11811,Wed,Weekday,86
2018-03-28,11292,22,877,11292,12491,680,12491,Wed,Weekday,197
2018-03-28,11292,23,0,11292,12491,0,12491,Wed,Weekday,0
2018-03-29,23188,6,0,303,21643,697,763,Thu,Weekday,-697
2018-03-29,23188,7,1447,1750,21643,1148,1911,Thu,Weekday,299
2018-03-29,23188,8,67,1817,21643,1619,3530,Thu,Weekday,-1552
2018-03-29,23188,9,1832,3649,21643,388,3918,Thu,Weekday,1444
2018-03-29,23188,10,506,4155,21643,205,4123,Thu,Weekday,301
2018-03-29,23188,11,199,4354,21643,325,4448,Thu,Weekday,-126
2018-03-29,23188,12,309,4663,21643,857,5305,Thu,Weekday,-548
2018-03-29,23188,13,0,4663,21643,258,5563,Thu,Weekday,-258
2018-03-29,23188,14,0,4663,21643,543,6106,Thu,Weekday,-543
2018-03-29,23188,15,1306,5969,21643,137,6243,Thu,Weekday,1169
2018-03-29,23188,16,239,6208,21643,1401,7644,Thu,Weekday,-1162
2018-03-29,23188,17,1672,7880,21643,724,8368,Thu,Weekday,948
2018-03-29,23188,18,0,7880,21643,4331,12699,Thu,Weekday,-4331
2018-03-29,23188,19,6410,14290,21643,3048,15747,Thu,Weekday,3362
2018-03-29,23188,20,2769,17059,21643,970,16717,Thu,Weekday,1799
2018-03-29,23188,21,1391,18450,21643,1823,18540,Thu,Weekday,-432
2018-03-29,23188,22,5041,23491,21643,2883,21423,Thu,Weekday,2158
2018-03-29,23188,23,0,23491,21643,220,21643,Thu,Weekday,-220
2018-03-30,22190,6,0,0,25605,0,0,Fri,Weekday,0
2018-03-30,22190,7,0,0,25605,2604,2604,Fri,Weekday,-2604
2018-03-30,22190,8,4351,4351,25605,1039,3643,Fri,Weekday,3312
2018-03-30,22190,9,889,5240,25605,565,4208,Fri,Weekday,324
2018-03-30,22190,10,357,5597,25605,3462,7670,Fri,Weekday,-3105
2018-03-30,22190,11,5656,11253,25605,1889,9559,Fri,Weekday,3767
2018-03-30,22190,12,1116,12369,25605,611,10170,Fri,Weekday,505
2018-03-30,22190,13,197,12566,25605,132,10302,Fri,Weekday,65
2018-03-30,22190,14,0,12566,25605,0,10302,Fri,Weekday,0
2018-03-30,22190,15,22,12588,25605,522,10824,Fri,Weekday,-500
2018-03-30,22190,16,1891,14479,25605,1630,12454,Fri,Weekday,261
2018-03-30,22190,17,3312,17791,25605,3383,15837,Fri,Weekday,-71
2018-03-30,22190,18,1601,19392,25605,461,16298,Fri,Weekday,1140
2018-03-30,22190,19,923,20315,25605,1006,17304,Fri,Weekday,-83
2018-03-30,22190,20,270,20585,25605,2799,20103,Fri,Weekday,-2529
2018-03-30,22190,21,612,21197,25605,2787,22890,Fri,Weekday,-2175
2018-03-30,22190,22,34,21231,25605,1889,24779,Fri,Weekday,-1855
2018-03-30,22190,23,959,22190,25605,826,25605,Fri,Weekday,133
2018-03-31,21451,6,0,0,19083,0,0,Sat,Weekend,0
2018-03-31,21451,7,0,0,19083,520,520,Sat,Weekend,-520
2018-03-31,21451,8,2596,2596,19083,2026,2546,Sat,Weekend,570
2018-03-31,21451,9,178,2774,19083,1775,4321,Sat,Weekend,-1597
2018-03-31,21451,10,1920,4694,19083,3781,8102,Sat,Weekend,-1861
2018-03-31,21451,11,4288,8982,19083,344,8446,Sat,Weekend,3944
2018-03-31,21451,12,83,9065,19083,2519,10965,Sat,Weekend,-2436
2018-03-31,21451,13,3292,12357,19083,1533,12498,Sat,Weekend,1759
2018-03-31,21451,14,1923,14280,19083,2554,15052,Sat,Weekend,-631
2018-03-31,21451,15,3760,18040,19083,584,15636,Sat,Weekend,3176
2018-03-31,21451,16,613,18653,19083,194,15830,Sat,Weekend,419
2018-03-31,21451,17,0,18653,19083,0,15830,Sat,Weekend,0
2018-03-31,21451,18,379,19032,19083,966,16796,Sat,Weekend,-587
2018-03-31,21451,19,376,19408,19083,1226,18022,Sat,Weekend,-850
2018-03-31,21451,20,1303,20711,19083,329,18351,Sat,Weekend,974
2018-03-31,21451,21,237,20948,19083,72,18423,Sat,Weekend,165
2018-03-31,21451,22,503,21451,19083,660,19083,Sat,Weekend,-157
2018-03-31,21451,23,0,21451,19083,0,19083,Sat,Weekend,0
2018-04-01,11239,6,0,0,10996,0,0,Sun,Weekend,0
2018-04-01,11239,7,0,0,10996,522,522,Sun,Weekend,-522
2018-04-01,11239,8,1089,1089,10996,1250,1772,Sun,Weekend,-161
2018-04-01,11239,9,1633,2722,10996,1949,3721,Sun,Weekend,-316
2018-04-01,11239,10,1275,3997,10996,928,4649,Sun,Weekend,347
2018-04-01,11239,11,1229,5226,10996,1000,5649,Sun,Weekend,229
2018-04-01,11239,12,829,6055,10996,573,6222,Sun,Weekend,256
2018-04-01,11239,13,705,6760,10996,596,6818,Sun,Weekend,109
2018-04-01,11239,14,467,7227,10996,498,7316,Sun,Weekend,-31
2018-04-01,11239,15,584,7811,10996,756,8072,Sun,Weekend,-172
2018-04-01,11239,16,689,8500,10996,682,8754,Sun,Weekend,7
2018-04-01,11239,17,933,9433,10996,588,9342,Sun,Weekend,345
2018-04-01,11239,18,533,9966,10996,354,9696,Sun,Weekend,179
2018-04-01,11239,19,119,10085,10996,536,10232,Sun,Weekend,-417
2018-04-01,11239,20,797,10882,10996,264,10496,Sun,Weekend,533
2018-04-01,11239,21,357,11239,10996,402,10898,Sun,Weekend,-45
2018-04-01,11239,22,0,11239,10996,98,10996,Sun,Weekend,-98
2018-04-01,11239,23,0,11239,10996,0,10996,Sun,Weekend,0
2018-04-02,15253,6,0,0,13490,0,0,Mon,Weekday,0
2018-04-02,15253,7,0,0,13490,0,0,Mon,Weekday,0
2018-04-02,15253,8,335,335,13490,0,0,Mon,Weekday,335
2018-04-02,15253,9,238,573,13490,276,276,Mon,Weekday,-38
2018-04-02,15253,10,633,1206,13490,453,729,Mon,Weekday,180
2018-04-02,15253,11,0,1206,13490,32,761,Mon,Weekday,-32
2018-04-02,15253,12,516,1722,13490,508,1269,Mon,Weekday,8
2018-04-02,15253,13,197,1919,13490,2075,3344,Mon,Weekday,-1878
2018-04-02,15253,14,3665,5584,13490,3159,6503,Mon,Weekday,506
2018-04-02,15253,15,3823,9407,13490,2415,8918,Mon,Weekday,1408
2018-04-02,15253,16,3869,13276,13490,2318,11236,Mon,Weekday,1551
2018-04-02,15253,17,578,13854,13490,431,11667,Mon,Weekday,147
2018-04-02,15253,18,142,13996,13490,187,11854,Mon,Weekday,-45
2018-04-02,15253,19,369,14365,13490,380,12234,Mon,Weekday,-11
2018-04-02,15253,20,0,14365,13490,705,12939,Mon,Weekday,-705
2018-04-02,15253,21,888,15253,13490,551,13490,Mon,Weekday,337
2018-04-02,15253,22,0,15253,13490,0,13490,Mon,Weekday,0
2018-04-02,15253,23,0,15253,13490,0,13490,Mon,Weekday,0
2018-04-03,16069,6,0,0,16473,516,516,Tue,Weekday,-516
2018-04-03,16069,7,929,929,16473,817,1333,Tue,Weekday,112
2018-04-03,16069,8,997,1926,16473,1872,3205,Tue,Weekday,-875
2018-04-03,16069,9,2205,4131,16473,641,3846,Tue,Weekday,1564
2018-04-03,16069,10,990,5121,16473,831,4677,Tue,Weekday,159
2018-04-03,16069,11,0,5121,16473,360,5037,Tue,Weekday,-360
2018-04-03,16069,12,379,5500,16473,1030,6067,Tue,Weekday,-651
2018-04-03,16069,13,500,6e3,16473,393,6460,Tue,Weekday,107
2018-04-03,16069,14,248,6248,16473,205,6665,Tue,Weekday,43
2018-04-03,16069,15,207,6455,16473,1762,8427,Tue,Weekday,-1555
2018-04-03,16069,16,1672,8127,16473,216,8643,Tue,Weekday,1456
2018-04-03,16069,17,147,8274,16473,1948,10591,Tue,Weekday,-1801
2018-04-03,16069,18,5616,13890,16473,3451,14042,Tue,Weekday,2165
2018-04-03,16069,19,1025,14915,16473,932,14974,Tue,Weekday,93
2018-04-03,16069,20,746,15661,16473,599,15573,Tue,Weekday,147
2018-04-03,16069,21,163,15824,16473,880,16453,Tue,Weekday,-717
2018-04-03,16069,22,245,16069,16473,12,16465,Tue,Weekday,233
2018-04-03,16069,23,0,16069,16473,0,16465,Tue,Weekday,0
2018-04-04,15284,6,0,0,18420,185,185,Wed,Weekday,-185
2018-04-04,15284,7,1089,1089,18420,1052,1237,Wed,Weekday,37
2018-04-04,15284,8,1938,3027,18420,1959,3196,Wed,Weekday,-21
2018-04-04,15284,9,295,3322,18420,933,4129,Wed,Weekday,-638
2018-04-04,15284,10,695,4017,18420,753,4882,Wed,Weekday,-58
2018-04-04,15284,11,0,4017,18420,632,5514,Wed,Weekday,-632
2018-04-04,15284,12,1286,5303,18420,789,6303,Wed,Weekday,497
2018-04-04,15284,13,0,5303,18420,1240,7543,Wed,Weekday,-1240
2018-04-04,15284,14,988,6291,18420,882,8425,Wed,Weekday,106
2018-04-04,15284,15,442,6733,18420,113,8538,Wed,Weekday,329
2018-04-04,15284,16,27,6760,18420,589,9127,Wed,Weekday,-562
2018-04-04,15284,17,216,6976,18420,2317,11444,Wed,Weekday,-2101
2018-04-04,15284,18,6014,12990,18420,4266,15710,Wed,Weekday,1748
2018-04-04,15284,19,790,13780,18420,500,16210,Wed,Weekday,290
2018-04-04,15284,20,317,14097,18420,1238,17448,Wed,Weekday,-921
2018-04-04,15284,21,713,14810,18420,545,17993,Wed,Weekday,168
2018-04-04,15284,22,474,15284,18420,427,18420,Wed,Weekday,47
2018-04-04,15284,23,0,15284,18420,0,18420,Wed,Weekday,0
2018-04-05,14593,6,0,387,14205,295,295,Thu,Weekday,-295
2018-04-05,14593,7,646,1033,14205,726,1021,Thu,Weekday,-80
2018-04-05,14593,8,577,1610,14205,516,1537,Thu,Weekday,61
2018-04-05,14593,9,118,1728,14205,201,1738,Thu,Weekday,-83
2018-04-05,14593,10,398,2126,14205,343,2081,Thu,Weekday,55
2018-04-05,14593,11,1832,3958,14205,1730,3811,Thu,Weekday,102
2018-04-05,14593,12,357,4315,14205,410,4221,Thu,Weekday,-53
2018-04-05,14593,13,336,4651,14205,442,4663,Thu,Weekday,-106
2018-04-05,14593,14,21,4672,14205,41,4704,Thu,Weekday,-20
2018-04-05,14593,15,467,5139,14205,457,5161,Thu,Weekday,10
2018-04-05,14593,16,558,5697,14205,789,5950,Thu,Weekday,-231
2018-04-05,14593,17,0,5697,14205,5879,11829,Thu,Weekday,-5879
2018-04-05,14593,18,8047,13744,14205,812,12641,Thu,Weekday,7235
2018-04-05,14593,19,631,14375,14205,735,13376,Thu,Weekday,-104
2018-04-05,14593,20,438,14813,14205,357,13733,Thu,Weekday,81
2018-04-05,14593,21,167,14980,14205,221,13954,Thu,Weekday,-54
2018-04-05,14593,22,0,14980,14205,251,14205,Thu,Weekday,-251
2018-04-05,14593,23,0,14980,14205,0,14205,Thu,Weekday,0
2018-04-06,36526,6,0,0,34674,185,185,Fri,Weekday,-185
2018-04-06,36526,7,574,574,34674,2058,2243,Fri,Weekday,-1484
2018-04-06,36526,8,4427,5001,34674,2062,4305,Fri,Weekday,2365
2018-04-06,36526,9,1096,6097,34674,1086,5391,Fri,Weekday,10
2018-04-06,36526,10,22,6119,34674,553,5944,Fri,Weekday,-531
2018-04-06,36526,11,4178,10297,34674,5714,11658,Fri,Weekday,-1536
2018-04-06,36526,12,4478,14775,34674,2045,13703,Fri,Weekday,2433
2018-04-06,36526,13,1875,16650,34674,1554,15257,Fri,Weekday,321
2018-04-06,36526,14,5044,21694,34674,5651,20908,Fri,Weekday,-607
2018-04-06,36526,15,3020,24714,34674,486,21394,Fri,Weekday,2534
2018-04-06,36526,16,554,25268,34674,2111,23505,Fri,Weekday,-1557
2018-04-06,36526,17,3935,29203,34674,2483,25988,Fri,Weekday,1452
2018-04-06,36526,18,270,29473,34674,320,26308,Fri,Weekday,-50
2018-04-06,36526,19,780,30253,34674,1404,27712,Fri,Weekday,-624
2018-04-06,36526,20,2622,32875,34674,2954,30666,Fri,Weekday,-332
2018-04-06,36526,21,1776,34651,34674,2253,32919,Fri,Weekday,-477
2018-04-06,36526,22,600,35251,34674,1463,34382,Fri,Weekday,-863
2018-04-06,36526,23,1275,36526,34674,292,34674,Fri,Weekday,983
2018-04-07,19044,6,0,0,17078,0,0,Sat,Weekend,0
2018-04-07,19044,7,0,0,17078,1701,1701,Sat,Weekend,-1701
2018-04-07,19044,8,2875,2875,17078,1166,2867,Sat,Weekend,1709
2018-04-07,19044,9,1034,3909,17078,864,3731,Sat,Weekend,170
2018-04-07,19044,10,228,4137,17078,267,3998,Sat,Weekend,-39
2018-04-07,19044,11,0,4137,17078,90,4088,Sat,Weekend,-90
2018-04-07,19044,12,687,4824,17078,851,4939,Sat,Weekend,-164
2018-04-07,19044,13,3753,8577,17078,2265,7204,Sat,Weekend,1488
2018-04-07,19044,14,2374,10951,17078,1641,8845,Sat,Weekend,733
2018-04-07,19044,15,1995,12946,17078,1846,10691,Sat,Weekend,149
2018-04-07,19044,16,590,13536,17078,1218,11909,Sat,Weekend,-628
2018-04-07,19044,17,277,13813,17078,1645,13554,Sat,Weekend,-1368
2018-04-07,19044,18,1798,15611,17078,543,14097,Sat,Weekend,1255
2018-04-07,19044,19,821,16432,17078,723,14820,Sat,Weekend,98
2018-04-07,19044,20,371,16803,17078,47,14867,Sat,Weekend,324
2018-04-07,19044,21,0,16803,17078,703,15570,Sat,Weekend,-703
2018-04-07,19044,22,2241,19044,17078,1322,16892,Sat,Weekend,919
2018-04-07,19044,23,0,19044,17078,186,17078,Sat,Weekend,-186
2018-04-08,15973,6,0,0,15138,159,159,Sun,Weekend,-159
2018-04-08,15973,7,105,105,15138,876,1035,Sun,Weekend,-771
2018-04-08,15973,8,1207,1312,15138,955,1990,Sun,Weekend,252
2018-04-08,15973,9,609,1921,15138,401,2391,Sun,Weekend,208
2018-04-08,15973,10,104,2025,15138,0,2391,Sun,Weekend,104
2018-04-08,15973,11,0,2025,15138,0,2391,Sun,Weekend,0
2018-04-08,15973,12,392,2417,15138,1218,3609,Sun,Weekend,-826
2018-04-08,15973,13,393,2810,15138,2755,6364,Sun,Weekend,-2362
2018-04-08,15973,14,4287,7097,15138,3637,10001,Sun,Weekend,650
2018-04-08,15973,15,3813,10910,15138,998,10999,Sun,Weekend,2815
2018-04-08,15973,16,96,11006,15138,506,11505,Sun,Weekend,-410
2018-04-08,15973,17,1176,12182,15138,881,12386,Sun,Weekend,295
2018-04-08,15973,18,1005,13187,15138,527,12913,Sun,Weekend,478
2018-04-08,15973,19,677,13864,15138,665,13578,Sun,Weekend,12
2018-04-08,15973,20,809,14673,15138,593,14171,Sun,Weekend,216
2018-04-08,15973,21,505,15178,15138,357,14528,Sun,Weekend,148
2018-04-08,15973,22,795,15973,15138,610,15138,Sun,Weekend,185
2018-04-08,15973,23,0,15973,15138,0,15138,Sun,Weekend,0
2018-04-09,18809,6,0,0,17263,236,236,Mon,Weekday,-236
2018-04-09,18809,7,2187,2187,17263,1732,1968,Mon,Weekday,455
2018-04-09,18809,8,0,2187,17263,1927,3895,Mon,Weekday,-1927
2018-04-09,18809,9,2563,4750,17263,774,4669,Mon,Weekday,1789
2018-04-09,18809,10,815,5565,17263,597,5266,Mon,Weekday,218
2018-04-09,18809,11,464,6029,17263,500,5766,Mon,Weekday,-36
2018-04-09,18809,12,1483,7512,17263,764,6530,Mon,Weekday,719
2018-04-09,18809,13,1156,8668,17263,1018,7548,Mon,Weekday,138
2018-04-09,18809,14,180,8848,17263,1004,8552,Mon,Weekday,-824
2018-04-09,18809,15,853,9701,17263,167,8719,Mon,Weekday,686
2018-04-09,18809,16,458,10159,17263,511,9230,Mon,Weekday,-53
2018-04-09,18809,17,10,10169,17263,1188,10418,Mon,Weekday,-1178
2018-04-09,18809,18,1209,11378,17263,971,11389,Mon,Weekday,238
2018-04-09,18809,19,0,11378,17263,546,11935,Mon,Weekday,-546
