date,daily_total_apedo,hour,hourly_steps_apedo,cumulative_daily_steps_apedo,daily_total_fbit,hourly_steps_fbit,cumulative_daily_steps_fbit,dow,week_weekend,hour_diff_apedo_fbit
2018-08-19,15118,6,0,0,11854,40,126,Sun,Weekend,-40
2018-08-19,15118,7,0,0,11854,215,341,Sun,Weekend,-215
2018-08-19,15118,8,1637,1637,11854,1289,1630,Sun,Weekend,348
2018-08-19,15118,9,921,2558,11854,498,2128,Sun,Weekend,423
2018-08-19,15118,10,0,2558,11854,152,2280,Sun,Weekend,-152
2018-08-19,15118,11,695,3253,11854,781,3061,Sun,Weekend,-86
2018-08-19,15118,12,412,3665,11854,615,3676,Sun,Weekend,-203
2018-08-19,15118,13,692,4357,11854,124,3800,Sun,Weekend,568
2018-08-19,15118,14,220,4577,11854,142,3942,Sun,Weekend,78
2018-08-19,15118,15,236,4813,11854,648,4590,Sun,Weekend,-412
2018-08-19,15118,16,3035,7848,11854,1429,6019,Sun,Weekend,1606
2018-08-19,15118,17,1270,9118,11854,3125,9144,Sun,Weekend,-1855
2018-08-19,15118,18,0,9118,11854,648,9792,Sun,Weekend,-648
2018-08-19,15118,19,4037,13155,11854,611,10403,Sun,Weekend,3426
2018-08-19,15118,20,632,13787,11854,957,11360,Sun,Weekend,-325
2018-08-19,15118,21,605,14392,11854,235,11595,Sun,Weekend,370
2018-08-19,15118,22,726,15118,11854,189,11784,Sun,Weekend,537
2018-08-19,15118,23,0,15118,11854,46,11830,Sun,Weekend,-46
2018-08-20,14745,6,0,324,14513,636,733,Mon,Weekday,-636
2018-08-20,14745,7,421,745,14513,1100,1833,Mon,Weekday,-679
2018-08-20,14745,8,1304,2049,14513,397,2230,Mon,Weekday,907
2018-08-20,14745,9,174,2223,14513,212,2442,Mon,Weekday,-38
2018-08-20,14745,10,396,2619,14513,468,2910,Mon,Weekday,-72
2018-08-20,14745,11,521,3140,14513,1295,4205,Mon,Weekday,-774
2018-08-20,14745,12,759,3899,14513,671,4876,Mon,Weekday,88
2018-08-20,14745,13,824,4723,14513,157,5033,Mon,Weekday,667
2018-08-20,14745,14,226,4949,14513,20,5053,Mon,Weekday,206
2018-08-20,14745,15,0,4949,14513,1044,6097,Mon,Weekday,-1044
2018-08-20,14745,16,1295,6244,14513,494,6591,Mon,Weekday,801
2018-08-20,14745,17,338,6582,14513,3886,10477,Mon,Weekday,-3548
2018-08-20,14745,18,4674,11256,14513,998,11475,Mon,Weekday,3676
2018-08-20,14745,19,1630,12886,14513,1782,13257,Mon,Weekday,-152
2018-08-20,14745,20,937,13823,14513,574,13831,Mon,Weekday,363
2018-08-20,14745,21,207,14030,14513,682,14513,Mon,Weekday,-475
2018-08-20,14745,22,1039,15069,14513,0,14513,Mon,Weekday,1039
2018-08-20,14745,23,0,15069,14513,0,14513,Mon,Weekday,0
2018-08-21,18194,6,0,18,14958,239,311,Tue,Weekday,-239
2018-08-21,18194,7,2381,2399,14958,3504,3815,Tue,Weekday,-1123
2018-08-21,18194,8,2498,4897,14958,163,3978,Tue,Weekday,2335
2018-08-21,18194,9,169,5066,14958,452,4430,Tue,Weekday,-283
2018-08-21,18194,10,621,5687,14958,227,4657,Tue,Weekday,394
2018-08-21,18194,11,935,6622,14958,946,5603,Tue,Weekday,-11
2018-08-21,18194,12,243,6865,14958,358,5961,Tue,Weekday,-115
2018-08-21,18194,13,506,7371,14958,265,6226,Tue,Weekday,241
2018-08-21,18194,14,211,7582,14958,438,6664,Tue,Weekday,-227
2018-08-21,18194,15,1504,9086,14958,1117,7781,Tue,Weekday,387
2018-08-21,18194,16,1316,10402,14958,267,8048,Tue,Weekday,1049
2018-08-21,18194,17,884,11286,14958,3119,11167,Tue,Weekday,-2235
2018-08-21,18194,18,4300,15586,14958,1537,12704,Tue,Weekday,2763
2018-08-21,18194,19,481,16067,14958,334,13038,Tue,Weekday,147
2018-08-21,18194,20,285,16352,14958,1353,14391,Tue,Weekday,-1068
2018-08-21,18194,21,1537,17889,14958,563,14954,Tue,Weekday,974
2018-08-21,18194,22,323,18212,14958,0,14954,Tue,Weekday,323
2018-08-21,18194,23,0,18212,14958,0,14954,Tue,Weekday,0
2018-08-22,10640,6,0,384,9571,468,553,Wed,Weekday,-468
2018-08-22,10640,7,230,614,9571,931,1484,Wed,Weekday,-701
2018-08-22,10640,8,867,1481,9571,406,1890,Wed,Weekday,461
2018-08-22,10640,9,423,1904,9571,118,2008,Wed,Weekday,305
2018-08-22,10640,10,1964,3868,9571,2066,4074,Wed,Weekday,-102
2018-08-22,10640,11,584,4452,9571,553,4627,Wed,Weekday,31
2018-08-22,10640,12,969,5421,9571,661,5288,Wed,Weekday,308
2018-08-22,10640,13,756,6177,9571,671,5959,Wed,Weekday,85
2018-08-22,10640,14,257,6434,9571,154,6113,Wed,Weekday,103
2018-08-22,10640,15,706,7140,9571,919,7032,Wed,Weekday,-213
2018-08-22,10640,16,432,7572,9571,130,7162,Wed,Weekday,302
2018-08-22,10640,17,431,8003,9571,206,7368,Wed,Weekday,225
2018-08-22,10640,18,723,8726,9571,536,7904,Wed,Weekday,187
2018-08-22,10640,19,529,9255,9571,752,8656,Wed,Weekday,-223
2018-08-22,10640,20,790,10045,9571,290,8946,Wed,Weekday,500
2018-08-22,10640,21,425,10470,9571,618,9564,Wed,Weekday,-193
2018-08-22,10640,22,554,11024,9571,0,9564,Wed,Weekday,554
2018-08-22,10640,23,0,11024,9571,7,9571,Wed,Weekday,-7
2018-08-23,15499,6,0,372,14532,458,518,Thu,Weekday,-458
2018-08-23,15499,7,1088,1460,14532,821,1339,Thu,Weekday,267
2018-08-23,15499,8,288,1748,14532,403,1742,Thu,Weekday,-115
2018-08-23,15499,9,297,2045,14532,135,1877,Thu,Weekday,162
2018-08-23,15499,10,13,2058,14532,262,2139,Thu,Weekday,-249
2018-08-23,15499,11,623,2681,14532,1364,3503,Thu,Weekday,-741
2018-08-23,15499,12,0,2681,14532,936,4439,Thu,Weekday,-936
2018-08-23,15499,13,1636,4317,14532,564,5003,Thu,Weekday,1072
2018-08-23,15499,14,703,5020,14532,363,5366,Thu,Weekday,340
2018-08-23,15499,15,673,5693,14532,1141,6507,Thu,Weekday,-468
2018-08-23,15499,16,1111,6804,14532,1089,7596,Thu,Weekday,22
2018-08-23,15499,17,2243,9047,14532,3725,11321,Thu,Weekday,-1482
2018-08-23,15499,18,3115,12162,14532,889,12210,Thu,Weekday,2226
2018-08-23,15499,19,1612,13774,14532,1581,13791,Thu,Weekday,31
2018-08-23,15499,20,1438,15212,14532,403,14194,Thu,Weekday,1035
2018-08-23,15499,21,337,15549,14532,321,14515,Thu,Weekday,16
2018-08-23,15499,22,322,15871,14532,17,14532,Thu,Weekday,305
2018-08-23,15499,23,0,15871,14532,0,14532,Thu,Weekday,0
2018-08-24,20515,6,0,0,21478,211,351,Fri,Weekday,-211
2018-08-24,20515,7,2210,2210,21478,3399,3750,Fri,Weekday,-1189
2018-08-24,20515,8,2526,4736,21478,563,4313,Fri,Weekday,1963
2018-08-24,20515,9,521,5257,21478,450,4763,Fri,Weekday,71
2018-08-24,20515,10,501,5758,21478,410,5173,Fri,Weekday,91
2018-08-24,20515,11,1393,7151,21478,892,6065,Fri,Weekday,501
2018-08-24,20515,12,491,7642,21478,534,6599,Fri,Weekday,-43
2018-08-24,20515,13,497,8139,21478,566,7165,Fri,Weekday,-69
2018-08-24,20515,14,897,9036,21478,413,7578,Fri,Weekday,484
2018-08-24,20515,15,161,9197,21478,350,7928,Fri,Weekday,-189
2018-08-24,20515,16,3116,12313,21478,2353,10281,Fri,Weekday,763
2018-08-24,20515,17,2276,14589,21478,4016,14297,Fri,Weekday,-1740
2018-08-24,20515,18,2917,17506,21478,567,14864,Fri,Weekday,2350
2018-08-24,20515,19,1127,18633,21478,916,15780,Fri,Weekday,211
2018-08-24,20515,20,256,18889,21478,1920,17700,Fri,Weekday,-1664
2018-08-24,20515,21,461,19350,21478,1577,19277,Fri,Weekday,-1116
2018-08-24,20515,22,32,19382,21478,1740,21017,Fri,Weekday,-1708
2018-08-24,20515,23,1133,20515,21478,461,21478,Fri,Weekday,672
2018-08-25,11948,6,0,0,11877,0,34,Sat,Weekend,0
2018-08-25,11948,7,81,81,11877,2701,2735,Sat,Weekend,-2620
2018-08-25,11948,8,4159,4240,11877,632,3367,Sat,Weekend,3527
2018-08-25,11948,9,713,4953,11877,765,4132,Sat,Weekend,-52
2018-08-25,11948,10,410,5363,11877,464,4596,Sat,Weekend,-54
2018-08-25,11948,11,211,5574,11877,36,4632,Sat,Weekend,175
2018-08-25,11948,12,0,5574,11877,0,4632,Sat,Weekend,0
2018-08-25,11948,13,0,5574,11877,407,5039,Sat,Weekend,-407
2018-08-25,11948,14,1151,6725,11877,2113,7152,Sat,Weekend,-962
2018-08-25,11948,15,608,7333,11877,431,7583,Sat,Weekend,177
2018-08-25,11948,16,812,8145,11877,1268,8851,Sat,Weekend,-456
2018-08-25,11948,17,489,8634,11877,383,9234,Sat,Weekend,106
2018-08-25,11948,18,606,9240,11877,608,9842,Sat,Weekend,-2
2018-08-25,11948,19,611,9851,11877,1179,11021,Sat,Weekend,-568
2018-08-25,11948,20,1839,11690,11877,417,11438,Sat,Weekend,1422
2018-08-25,11948,21,14,11704,11877,177,11615,Sat,Weekend,-163
2018-08-25,11948,22,244,11948,11877,262,11877,Sat,Weekend,-18
2018-08-25,11948,23,0,11948,11877,0,11877,Sat,Weekend,0
2018-08-26,19490,6,0,0,16363,0,103,Sun,Weekend,0
2018-08-26,19490,7,0,0,16363,430,533,Sun,Weekend,-430
2018-08-26,19490,8,1451,1451,16363,988,1521,Sun,Weekend,463
2018-08-26,19490,9,671,2122,16363,237,1758,Sun,Weekend,434
2018-08-26,19490,10,0,2122,16363,169,1927,Sun,Weekend,-169
2018-08-26,19490,11,0,2122,16363,102,2029,Sun,Weekend,-102
2018-08-26,19490,12,0,2122,16363,396,2425,Sun,Weekend,-396
2018-08-26,19490,13,812,2934,16363,325,2750,Sun,Weekend,487
2018-08-26,19490,14,0,2934,16363,0,2750,Sun,Weekend,0
2018-08-26,19490,15,0,2934,16363,340,3090,Sun,Weekend,-340
2018-08-26,19490,16,1691,4625,16363,4015,7105,Sun,Weekend,-2324
2018-08-26,19490,17,5560,10185,16363,4126,11231,Sun,Weekend,1434
2018-08-26,19490,18,2917,13102,16363,2134,13365,Sun,Weekend,783
2018-08-26,19490,19,4889,17991,16363,2352,15717,Sun,Weekend,2537
2018-08-26,19490,20,829,18820,16363,323,16040,Sun,Weekend,506
2018-08-26,19490,21,642,19462,16363,312,16352,Sun,Weekend,330
2018-08-26,19490,22,28,19490,16363,6,16358,Sun,Weekend,22
2018-08-26,19490,23,0,19490,16363,5,16363,Sun,Weekend,-5
2018-08-27,15937,6,0,270,18276,968,1052,Mon,Weekday,-968
2018-08-27,15937,7,1050,1320,18276,981,2033,Mon,Weekday,69
2018-08-27,15937,8,1264,2584,18276,1818,3851,Mon,Weekday,-554
2018-08-27,15937,9,424,3008,18276,836,4687,Mon,Weekday,-412
2018-08-27,15937,10,827,3835,18276,324,5011,Mon,Weekday,503
2018-08-27,15937,11,343,4178,18276,284,5295,Mon,Weekday,59
2018-08-27,15937,12,132,4310,18276,1999,7294,Mon,Weekday,-1867
2018-08-27,15937,13,2516,6826,18276,1429,8723,Mon,Weekday,1087
2018-08-27,15937,14,1711,8537,18276,632,9355,Mon,Weekday,1079
2018-08-27,15937,15,684,9221,18276,640,9995,Mon,Weekday,44
2018-08-27,15937,16,450,9671,18276,267,10262,Mon,Weekday,183
2018-08-27,15937,17,307,9978,18276,114,10376,Mon,Weekday,193
2018-08-27,15937,18,0,9978,18276,1401,11777,Mon,Weekday,-1401
2018-08-27,15937,19,1107,11085,18276,1581,13358,Mon,Weekday,-474
2018-08-27,15937,20,2442,13527,18276,2632,15990,Mon,Weekday,-190
2018-08-27,15937,21,1783,15310,18276,1808,17798,Mon,Weekday,-25
2018-08-27,15937,22,897,16207,18276,465,18263,Mon,Weekday,432
2018-08-27,15937,23,0,16207,18276,13,18276,Mon,Weekday,-13
2018-08-28,10160,6,0,219,12014,1163,1272,Tue,Weekday,-1163
2018-08-28,10160,7,554,773,12014,780,2052,Tue,Weekday,-226
2018-08-28,10160,8,1124,1897,12014,1016,3068,Tue,Weekday,108
2018-08-28,10160,9,477,2374,12014,509,3577,Tue,Weekday,-32
2018-08-28,10160,10,153,2527,12014,244,3821,Tue,Weekday,-91
2018-08-28,10160,11,409,2936,12014,137,3958,Tue,Weekday,272
2018-08-28,10160,12,0,2936,12014,483,4441,Tue,Weekday,-483
2018-08-28,10160,13,1005,3941,12014,763,5204,Tue,Weekday,242
2018-08-28,10160,14,286,4227,12014,1020,6224,Tue,Weekday,-734
2018-08-28,10160,15,1127,5354,12014,166,6390,Tue,Weekday,961
2018-08-28,10160,16,8,5362,12014,332,6722,Tue,Weekday,-324
2018-08-28,10160,17,908,6270,12014,1556,8278,Tue,Weekday,-648
2018-08-28,10160,18,785,7055,12014,1640,9918,Tue,Weekday,-855
2018-08-28,10160,19,1025,8080,12014,884,10802,Tue,Weekday,141
2018-08-28,10160,20,725,8805,12014,218,11020,Tue,Weekday,507
2018-08-28,10160,21,0,8805,12014,634,11654,Tue,Weekday,-634
2018-08-28,10160,22,1574,10379,12014,360,12014,Tue,Weekday,1214
2018-08-28,10160,23,0,10379,12014,0,12014,Tue,Weekday,0
2018-08-29,15095,6,0,0,12964,229,370,Wed,Weekday,-229
2018-08-29,15095,7,322,322,12964,576,946,Wed,Weekday,-254
2018-08-29,15095,8,670,992,12964,536,1482,Wed,Weekday,134
2018-08-29,15095,9,134,1126,12964,166,1648,Wed,Weekday,-32
2018-08-29,15095,10,402,1528,12964,157,1805,Wed,Weekday,245
2018-08-29,15095,11,2107,3635,12964,1573,3378,Wed,Weekday,534
2018-08-29,15095,12,309,3944,12964,328,3706,Wed,Weekday,-19
2018-08-29,15095,13,125,4069,12964,36,3742,Wed,Weekday,89
2018-08-29,15095,14,391,4460,12964,350,4092,Wed,Weekday,41
2018-08-29,15095,15,6,4466,12964,1736,5828,Wed,Weekday,-1730
2018-08-29,15095,16,1970,6436,12964,265,6093,Wed,Weekday,1705
2018-08-29,15095,17,940,7376,12964,3454,9547,Wed,Weekday,-2514
2018-08-29,15095,18,4931,12307,12964,1382,10929,Wed,Weekday,3549
2018-08-29,15095,19,463,12770,12964,696,11625,Wed,Weekday,-233
2018-08-29,15095,20,799,13569,12964,359,11984,Wed,Weekday,440
2018-08-29,15095,21,142,13711,12964,236,12220,Wed,Weekday,-94
2018-08-29,15095,22,1384,15095,12964,744,12964,Wed,Weekday,640
2018-08-29,15095,23,0,15095,12964,0,12964,Wed,Weekday,0
2018-08-30,15718,6,0,0,14426,183,269,Thu,Weekday,-183
2018-08-30,15718,7,1592,1592,14426,3183,3452,Thu,Weekday,-1591
2018-08-30,15718,8,2588,4180,14426,252,3704,Thu,Weekday,2336
2018-08-30,15718,9,171,4351,14426,130,3834,Thu,Weekday,41
2018-08-30,15718,10,66,4417,14426,306,4140,Thu,Weekday,-240
2018-08-30,15718,11,1973,6390,14426,1395,5535,Thu,Weekday,578
2018-08-30,15718,12,228,6618,14426,948,6483,Thu,Weekday,-720
2018-08-30,15718,13,496,7114,14426,288,6771,Thu,Weekday,208
2018-08-30,15718,14,143,7257,14426,167,6938,Thu,Weekday,-24
2018-08-30,15718,15,534,7791,14426,440,7378,Thu,Weekday,94
2018-08-30,15718,16,195,7986,14426,52,7430,Thu,Weekday,143
2018-08-30,15718,17,1022,9008,14426,2097,9527,Thu,Weekday,-1075
2018-08-30,15718,18,3400,12408,14426,3162,12689,Thu,Weekday,238
2018-08-30,15718,19,2021,14429,14426,633,13322,Thu,Weekday,1388
2018-08-30,15718,20,753,15182,14426,842,14164,Thu,Weekday,-89
2018-08-30,15718,21,270,15452,14426,262,14426,Thu,Weekday,8
2018-08-30,15718,22,266,15718,14426,0,14426,Thu,Weekday,266
2018-08-30,15718,23,0,15718,14426,0,14426,Thu,Weekday,0
2018-08-31,17309,6,0,300,20555,991,1127,Fri,Weekday,-991
2018-08-31,17309,7,919,1219,20555,865,1992,Fri,Weekday,54
2018-08-31,17309,8,1230,2449,20555,1208,3200,Fri,Weekday,22
2018-08-31,17309,9,286,2735,20555,798,3998,Fri,Weekday,-512
2018-08-31,17309,10,538,3273,20555,70,4068,Fri,Weekday,468
2018-08-31,17309,11,11,3284,20555,920,4988,Fri,Weekday,-909
2018-08-31,17309,12,980,4264,20555,1246,6234,Fri,Weekday,-266
2018-08-31,17309,13,1440,5704,20555,145,6379,Fri,Weekday,1295
2018-08-31,17309,14,195,5899,20555,931,7310,Fri,Weekday,-736
2018-08-31,17309,15,773,6672,20555,1748,9058,Fri,Weekday,-975
2018-08-31,17309,16,1097,7769,20555,945,10003,Fri,Weekday,152
2018-08-31,17309,17,2752,10521,20555,4404,14407,Fri,Weekday,-1652
2018-08-31,17309,18,3455,13976,20555,625,15032,Fri,Weekday,2830
2018-08-31,17309,19,78,14054,20555,1029,16061,Fri,Weekday,-951
2018-08-31,17309,20,1870,15924,20555,1317,17378,Fri,Weekday,553
2018-08-31,17309,21,52,15976,20555,1070,18448,Fri,Weekday,-1018
2018-08-31,17309,22,0,15976,20555,1438,19886,Fri,Weekday,-1438
2018-08-31,17309,23,1633,17609,20555,669,20555,Fri,Weekday,964
2018-09-01,16647,6,0,0,15254,0,0,Sat,Weekend,0
2018-09-01,16647,7,2339,2339,15254,2899,2899,Sat,Weekend,-560
2018-09-01,16647,8,1233,3572,15254,834,3733,Sat,Weekend,399
2018-09-01,16647,9,930,4502,15254,849,4582,Sat,Weekend,81
2018-09-01,16647,10,1181,5683,15254,3743,8325,Sat,Weekend,-2562
2018-09-01,16647,11,6167,11850,15254,2195,10520,Sat,Weekend,3972
2018-09-01,16647,12,0,11850,15254,223,10743,Sat,Weekend,-223
2018-09-01,16647,13,201,12051,15254,173,10916,Sat,Weekend,28
2018-09-01,16647,14,0,12051,15254,761,11677,Sat,Weekend,-761
2018-09-01,16647,15,1787,13838,15254,1121,12798,Sat,Weekend,666
2018-09-01,16647,16,540,14378,15254,549,13347,Sat,Weekend,-9
2018-09-01,16647,17,50,14428,15254,281,13628,Sat,Weekend,-231
2018-09-01,16647,18,669,15097,15254,195,13823,Sat,Weekend,474
2018-09-01,16647,19,317,15414,15254,407,14230,Sat,Weekend,-90
2018-09-01,16647,20,838,16252,15254,371,14601,Sat,Weekend,467
2018-09-01,16647,21,225,16477,15254,185,14786,Sat,Weekend,40
2018-09-01,16647,22,144,16621,15254,140,14926,Sat,Weekend,4
2018-09-01,16647,23,26,16647,15254,326,15252,Sat,Weekend,-300
2018-09-02,19016,6,0,0,14615,0,30,Sun,Weekend,0
2018-09-02,19016,7,0,0,14615,704,734,Sun,Weekend,-704
2018-09-02,19016,8,1245,1245,14615,579,1313,Sun,Weekend,666
2018-09-02,19016,9,666,1911,14615,397,1710,Sun,Weekend,269
2018-09-02,19016,10,322,2233,14615,694,2404,Sun,Weekend,-372
2018-09-02,19016,11,231,2464,14615,117,2521,Sun,Weekend,114
2018-09-02,19016,12,1151,3615,14615,731,3252,Sun,Weekend,420
2018-09-02,19016,13,431,4046,14615,0,3252,Sun,Weekend,431
2018-09-02,19016,14,15,4061,14615,1185,4437,Sun,Weekend,-1170
2018-09-02,19016,15,4342,8403,14615,2836,7273,Sun,Weekend,1506
2018-09-02,19016,16,2963,11366,14615,3450,10723,Sun,Weekend,-487
2018-09-02,19016,17,3312,14678,14615,1865,12588,Sun,Weekend,1447
2018-09-02,19016,18,3018,17696,14615,692,13280,Sun,Weekend,2326
2018-09-02,19016,19,404,18100,14615,652,13932,Sun,Weekend,-248
2018-09-02,19016,20,363,18463,14615,62,13994,Sun,Weekend,301
2018-09-02,19016,21,15,18478,14615,370,14364,Sun,Weekend,-355
2018-09-02,19016,22,538,19016,14615,251,14615,Sun,Weekend,287
2018-09-02,19016,23,0,19016,14615,0,14615,Sun,Weekend,0
2018-09-03,11653,6,0,0,11422,198,286,Mon,Weekday,-198
2018-09-03,11653,7,354,354,11422,528,814,Mon,Weekday,-174
2018-09-03,11653,8,458,812,11422,543,1357,Mon,Weekday,-85
2018-09-03,11653,9,560,1372,11422,318,1675,Mon,Weekday,242
2018-09-03,11653,10,90,1462,11422,272,1947,Mon,Weekday,-182
2018-09-03,11653,11,1273,2735,11422,776,2723,Mon,Weekday,497
2018-09-03,11653,12,79,2814,11422,290,3013,Mon,Weekday,-211
2018-09-03,11653,13,548,3362,11422,638,3651,Mon,Weekday,-90
2018-09-03,11653,14,416,3778,11422,518,4169,Mon,Weekday,-102
2018-09-03,11653,15,396,4174,11422,404,4573,Mon,Weekday,-8
2018-09-03,11653,16,225,4399,11422,554,5127,Mon,Weekday,-329
2018-09-03,11653,17,287,4686,11422,2188,7315,Mon,Weekday,-1901
2018-09-03,11653,18,4477,9163,11422,1898,9213,Mon,Weekday,2579
2018-09-03,11653,19,718,9881,11422,913,10126,Mon,Weekday,-195
2018-09-03,11653,20,892,10773,11422,858,10984,Mon,Weekday,34
2018-09-03,11653,21,378,11151,11422,296,11280,Mon,Weekday,82
2018-09-03,11653,22,502,11653,11422,142,11422,Mon,Weekday,360
2018-09-03,11653,23,0,11653,11422,0,11422,Mon,Weekday,0
2018-09-04,15253,6,0,239,16139,424,503,Tue,Weekday,-424
2018-09-04,15253,7,1045,1284,16139,884,1387,Tue,Weekday,161
2018-09-04,15253,8,204,1488,16139,492,1879,Tue,Weekday,-288
2018-09-04,15253,9,0,1488,16139,83,1962,Tue,Weekday,-83
2018-09-04,15253,10,1520,3008,16139,1708,3670,Tue,Weekday,-188
2018-09-04,15253,11,657,3665,16139,867,4537,Tue,Weekday,-210
2018-09-04,15253,12,971,4636,16139,926,5463,Tue,Weekday,45
2018-09-04,15253,13,189,4825,16139,169,5632,Tue,Weekday,20
2018-09-04,15253,14,244,5069,16139,516,6148,Tue,Weekday,-272
2018-09-04,15253,15,567,5636,16139,927,7075,Tue,Weekday,-360
2018-09-04,15253,16,940,6576,16139,375,7450,Tue,Weekday,565
2018-09-04,15253,17,0,6576,16139,4508,11958,Tue,Weekday,-4508
2018-09-04,15253,18,5866,12442,16139,932,12890,Tue,Weekday,4934
2018-09-04,15253,19,574,13016,16139,1538,14428,Tue,Weekday,-964
2018-09-04,15253,20,1450,14466,16139,776,15204,Tue,Weekday,674
2018-09-04,15253,21,909,15375,16139,914,16118,Tue,Weekday,-5
2018-09-04,15253,22,117,15492,16139,21,16139,Tue,Weekday,96
2018-09-04,15253,23,0,15492,16139,0,16139,Tue,Weekday,0
2018-09-05,9927,6,0,224,11666,451,492,Wed,Weekday,-451
2018-09-05,9927,7,437,661,11666,866,1358,Wed,Weekday,-429
2018-09-05,9927,8,999,1660,11666,242,1600,Wed,Weekday,757
2018-09-05,9927,9,300,1960,11666,208,1808,Wed,Weekday,92
2018-09-05,9927,10,244,2204,11666,31,1839,Wed,Weekday,213
2018-09-05,9927,11,1989,4193,11666,1858,3697,Wed,Weekday,131
2018-09-05,9927,12,257,4450,11666,833,4530,Wed,Weekday,-576
2018-09-05,9927,13,431,4881,11666,779,5309,Wed,Weekday,-348
2018-09-05,9927,14,580,5461,11666,197,5506,Wed,Weekday,383
2018-09-05,9927,15,215,5676,11666,16,5522,Wed,Weekday,199
2018-09-05,9927,16,2102,7778,11666,2019,7541,Wed,Weekday,83
2018-09-05,9927,17,136,7914,11666,359,7900,Wed,Weekday,-223
2018-09-05,9927,18,415,8329,11666,764,8664,Wed,Weekday,-349
2018-09-05,9927,19,240,8569,11666,894,9558,Wed,Weekday,-654
2018-09-05,9927,20,570,9139,11666,987,10545,Wed,Weekday,-417
2018-09-05,9927,21,790,9929,11666,1109,11654,Wed,Weekday,-319
2018-09-05,9927,22,222,10151,11666,12,11666,Wed,Weekday,210
2018-09-05,9927,23,0,10151,11666,0,11666,Wed,Weekday,0
2018-09-06,15311,6,0,234,15764,438,508,Thu,Weekday,-438
2018-09-06,15311,7,767,1001,15764,930,1438,Thu,Weekday,-163
2018-09-06,15311,8,432,1433,15764,1112,2550,Thu,Weekday,-680
2018-09-06,15311,9,561,1994,15764,981,3531,Thu,Weekday,-420
2018-09-06,15311,10,756,2750,15764,135,3666,Thu,Weekday,621
2018-09-06,15311,11,157,2907,15764,108,3774,Thu,Weekday,49
2018-09-06,15311,12,481,3388,15764,856,4630,Thu,Weekday,-375
2018-09-06,15311,13,433,3821,15764,2010,6640,Thu,Weekday,-1577
2018-09-06,15311,14,2358,6179,15764,152,6792,Thu,Weekday,2206
2018-09-06,15311,15,196,6375,15764,33,6825,Thu,Weekday,163
2018-09-06,15311,16,6,6381,15764,1872,8697,Thu,Weekday,-1866
2018-09-06,15311,17,1984,8365,15764,0,8697,Thu,Weekday,1984
2018-09-06,15311,18,26,8391,15764,438,9135,Thu,Weekday,-412
2018-09-06,15311,19,768,9159,15764,2362,11497,Thu,Weekday,-1594
2018-09-06,15311,20,1760,10919,15764,2562,14059,Thu,Weekday,-802
2018-09-06,15311,21,3409,14328,15764,1321,15380,Thu,Weekday,2088
2018-09-06,15311,22,1217,15545,15764,357,15737,Thu,Weekday,860
2018-09-06,15311,23,0,15545,15764,27,15764,Thu,Weekday,-27
2018-09-07,17359,6,0,0,17324,267,318,Fri,Weekday,-267
2018-09-07,17359,7,1665,1665,17324,3431,3749,Fri,Weekday,-1766
2018-09-07,17359,8,2435,4100,17324,338,4087,Fri,Weekday,2097
2018-09-07,17359,9,282,4382,17324,422,4509,Fri,Weekday,-140
2018-09-07,17359,10,242,4624,17324,327,4836,Fri,Weekday,-85
2018-09-07,17359,11,466,5090,17324,1366,6202,Fri,Weekday,-900
2018-09-07,17359,12,1824,6914,17324,619,6821,Fri,Weekday,1205
2018-09-07,17359,13,381,7295,17324,366,7187,Fri,Weekday,15
2018-09-07,17359,14,340,7635,17324,37,7224,Fri,Weekday,303
2018-09-07,17359,15,0,7635,17324,147,7371,Fri,Weekday,-147
2018-09-07,17359,16,253,7888,17324,493,7864,Fri,Weekday,-240
2018-09-07,17359,17,282,8170,17324,4058,11922,Fri,Weekday,-3776
2018-09-07,17359,18,5696,13866,17324,912,12834,Fri,Weekday,4784
2018-09-07,17359,19,722,14588,17324,959,13793,Fri,Weekday,-237
2018-09-07,17359,20,550,15138,17324,1062,14855,Fri,Weekday,-512
2018-09-07,17359,21,862,16e3,17324,723,15578,Fri,Weekday,139
2018-09-07,17359,22,251,16251,17324,1335,16913,Fri,Weekday,-1084
2018-09-07,17359,23,1108,17359,17324,411,17324,Fri,Weekday,697
2018-09-08,18389,6,0,0,15421,0,0,Sat,Weekend,0
2018-09-08,18389,7,0,0,15421,1402,1402,Sat,Weekend,-1402
2018-09-08,18389,8,2536,2536,15421,797,2199,Sat,Weekend,1739
2018-09-08,18389,9,559,3095,15421,433,2632,Sat,Weekend,126
2018-09-08,18389,10,1056,4151,15421,2702,5334,Sat,Weekend,-1646
2018-09-08,18389,11,3691,7842,15421,2295,7629,Sat,Weekend,1396
2018-09-08,18389,12,3026,10868,15421,841,8470,Sat,Weekend,2185
2018-09-08,18389,13,2888,13756,15421,3573,12043,Sat,Weekend,-685
2018-09-08,18389,14,1557,15313,15421,0,12043,Sat,Weekend,1557
2018-09-08,18389,15,0,15313,15421,99,12142,Sat,Weekend,-99
2018-09-08,18389,16,667,15980,15421,1009,13151,Sat,Weekend,-342
2018-09-08,18389,17,1007,16987,15421,887,14038,Sat,Weekend,120
2018-09-08,18389,18,541,17528,15421,371,14409,Sat,Weekend,170
2018-09-08,18389,19,326,17854,15421,456,14865,Sat,Weekend,-130
2018-09-08,18389,20,357,18211,15421,193,15058,Sat,Weekend,164
